"time","Alignment.ID","Metabolite.name","value","rep","species","polarity","met.id","met.id.pol","value.norm","value.norm.mean"
20,732,"L-Threonine",978131,2,"15-mem","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",0.0198850210158352,0.0183231185549018
20,732,"L-Threonine",783015,3,"15-mem","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",0.0155580212570954,0.0183231185549018
22,732,"L-Threonine",875014,1,"15-mem","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",0.0199013396071056,0.0193402445456017
22,732,"L-Threonine",909802,2,"15-mem","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",0.018495919146054,0.0193402445456017
22,732,"L-Threonine",987624,3,"15-mem","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",0.0196234748836454,0.0193402445456017
24,732,"L-Threonine",790441,1,"15-mem","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",0.0179778092469151,0.0172203171617603
24,732,"L-Threonine",833266,2,"15-mem","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",0.0169399721732375,0.0172203171617603
24,732,"L-Threonine",842662,3,"15-mem","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",0.0167431700651284,0.0172203171617603
28,732,"L-Threonine",624021,1,"15-mem","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",0.0141927487365524,0.0136347345648627
28,732,"L-Threonine",614555,2,"15-mem","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",0.0124936630066797,0.0136347345648627
28,732,"L-Threonine",715563,3,"15-mem","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",0.0142177919513559,0.0136347345648627
32,732,"L-Threonine",471573,1,"15-mem","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",0.0107254677325638,0.0109789176594643
32,732,"L-Threonine",560516,2,"15-mem","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",0.0113950712529425,0.0109789176594643
32,732,"L-Threonine",544366,3,"15-mem","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",0.0108162139928865,0.0109789176594643
36,732,"L-Threonine",409806,1,"15-mem","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",0.00932063758868947,0.00908617752136762
36,732,"L-Threonine",433667,2,"15-mem","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",0.0088162806504182,0.00908617752136762
36,732,"L-Threonine",459079,3,"15-mem","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",0.0091216143249952,0.00908617752136762
40,732,"L-Threonine",386228,1,"15-mem","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",0.00878437898567702,0.00856423530375016
40,732,"L-Threonine",397496,2,"15-mem","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",0.00808093835458689,0.00856423530375016
40,732,"L-Threonine",444271,3,"15-mem","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",0.00882738857098656,0.00856423530375016
44,732,"L-Threonine",437278,1,"15-mem","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",0.00994546142200689,0.00912952537504269
44,732,"L-Threonine",425134,2,"15-mem","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",0.00864280809477062,0.00912952537504269
44,732,"L-Threonine",442908,3,"15-mem","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",0.00880030660835057,0.00912952537504269
48,732,"L-Threonine",377251,1,"15-mem","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",0.00858020588027186,0.0094898447692594
48,732,"L-Threonine",429225,2,"15-mem","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",0.00872597652617274,0.0094898447692594
48,732,"L-Threonine",561837,3,"15-mem","neg","L-Threonine_732","L-Threonine_732_Hilic-neg",0.0111633519013336,0.0094898447692594
0,3977,"D-Fructose",5491129,1,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",1,1
0,3977,"D-Fructose",5827444,2,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",1,1
0,3977,"D-Fructose",5450082,3,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",1,1
1,3977,"D-Fructose",5878132,1,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",1.07047766124641,1.04836406098798
1,3977,"D-Fructose",5909826,2,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",1.01413672715916,1.04836406098798
1,3977,"D-Fructose",5779692,3,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",1.06047779455836,1.04836406098798
2,3977,"D-Fructose",6252550,1,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",1.13866362661237,1.07536364499737
2,3977,"D-Fructose",5894727,2,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",1.01154571171414,1.07536364499737
2,3977,"D-Fructose",5863644,3,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",1.07588159666559,1.07536364499737
3,3977,"D-Fructose",5731941,1,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",1.04385454360032,0.964645394582088
3,3977,"D-Fructose",5340162,2,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.916381364388681,0.964645394582088
3,3977,"D-Fructose",5088744,3,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.933700275757268,0.964645394582088
4,3977,"D-Fructose",291382,1,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.0530641234135779,0.024875254852406
4,3977,"D-Fructose",38765,2,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00665214343507318,0.024875254852406
4,3977,"D-Fructose",81258,3,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.014909497708567,0.024875254852406
5,3977,"D-Fructose",34663,1,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00631254404831064,0.0122183071114474
5,3977,"D-Fructose",33256,2,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00570678916746533,0.0122183071114474
5,3977,"D-Fructose",134266,3,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.0246355881185663,0.0122183071114474
6,3977,"D-Fructose",179842,1,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.0327513644732505,0.0140280489531784
6,3977,"D-Fructose",25875,2,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00444019634676947,0.0140280489531784
6,3977,"D-Fructose",26665,3,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00489258603951536,0.0140280489531784
7,3977,"D-Fructose",35169,1,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00640469265888806,0.00555340742556782
7,3977,"D-Fructose",31588,2,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00542055737977793,0.00555340742556782
7,3977,"D-Fructose",26351,3,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00483497223803748,0.00555340742556782
8,3977,"D-Fructose",27909,1,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00508256042016853,0.00543823778221006
8,3977,"D-Fructose",33199,2,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.0056970078653681,0.00543823778221006
8,3977,"D-Fructose",30167,3,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00553514506109357,0.00543823778221006
9,3977,"D-Fructose",28799,1,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00524463999213277,0.00552741329896921
9,3977,"D-Fructose",29899,2,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00513072195447576,0.00552741329896921
9,3977,"D-Fructose",33828,3,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.0062068779502991,0.00552741329896921
10,3977,"D-Fructose",29920,1,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00544878740805627,0.00550946771300369
10,3977,"D-Fructose",30718,2,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00527126382145177,0.00550946771300369
10,3977,"D-Fructose",31656,3,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00580835190950303,0.00550946771300369
12,3977,"D-Fructose",27696,1,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00504377059002428,0.0050268976478701
12,3977,"D-Fructose",31085,2,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00533424167881464,0.0050268976478701
12,3977,"D-Fructose",25630,3,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00470268067477137,0.0050268976478701
14,3977,"D-Fructose",31336,1,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00570665782817016,0.00490543683027349
14,3977,"D-Fructose",25552,2,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00438476896821849,0.00490543683027349
14,3977,"D-Fructose",25206,3,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00462488369443181,0.00490543683027349
16,3977,"D-Fructose",23553,1,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00428928107693681,0.00436584409150356
16,3977,"D-Fructose",23709,2,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00406850686707468,0.00436584409150356
16,3977,"D-Fructose",25832,3,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00473974433049919,0.00436584409150356
18,3977,"D-Fructose",29264,1,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00532932201568712,0.00502938730452288
18,3977,"D-Fructose",26075,2,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00447451670500537,0.00502938730452288
18,3977,"D-Fructose",28800,3,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00528432319287615,0.00502938730452288
20,3977,"D-Fructose",30379,1,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00553237676033895,0.0048937387946593
20,3977,"D-Fructose",26763,2,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00459257873733686,0.0048937387946593
20,3977,"D-Fructose",24832,3,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.0045562608863021,0.0048937387946593
22,3977,"D-Fructose",26359,1,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00480028700832069,0.00512099749003825
22,3977,"D-Fructose",31030,2,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00532480358029977,0.00512099749003825
22,3977,"D-Fructose",28547,3,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00523790188149428,0.00512099749003825
24,3977,"D-Fructose",25072,1,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00456590902054768,0.00509556969154057
24,3977,"D-Fructose",29754,2,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00510583969475473,0.00509556969154057
24,3977,"D-Fructose",30602,3,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.0056149603593193,0.00509556969154057
28,3977,"D-Fructose",31126,1,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00566841433366174,0.00542677958423913
28,3977,"D-Fructose",30671,2,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00526319853726633,0.00542677958423913
28,3977,"D-Fructose",29151,3,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00534872588178932,0.00542677958423913
32,3977,"D-Fructose",30923,1,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00563144562230361,0.00541695318292642
32,3977,"D-Fructose",30890,2,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00530077932953464,0.00541695318292642
32,3977,"D-Fructose",28987,3,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.005318634596941,0.00541695318292642
36,3977,"D-Fructose",27168,1,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.0049476155181174,0.00506056492245227
36,3977,"D-Fructose",29718,2,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00509966203027227,0.00506056492245227
36,3977,"D-Fructose",27983,3,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00513441721896712,0.00506056492245227
40,3977,"D-Fructose",36272,1,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00660556206099655,0.00632040025929865
40,3977,"D-Fructose",36317,2,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00623206225026577,0.00632040025929865
40,3977,"D-Fructose",33374,3,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00612357646663363,0.00632040025929865
44,3977,"D-Fructose",35824,1,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.0065239759393786,0.00595958718282531
44,3977,"D-Fructose",29688,2,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00509451397653689,0.00595958718282531
44,3977,"D-Fructose",34119,3,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00626027163256046,0.00595958718282531
48,3977,"D-Fructose",37476,1,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00682482476284481,0.00626122965238013
48,3977,"D-Fructose",34579,2,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.0059338183371958,0.00626122965238013
48,3977,"D-Fructose",32837,3,"15-mem","neg","D-Fructose_3977","D-Fructose_3977_Hilic-neg",0.00602504585709979,0.00626122965238013
0,1022,"L-ASPARTATE",34197784,1,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",1,1
0,1022,"L-ASPARTATE",36513324,2,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",1,1
0,1022,"L-ASPARTATE",39425512,3,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",1,1
1,1022,"L-ASPARTATE",39994304,1,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",1.16949983748947,1.14363143174929
1,1022,"L-ASPARTATE",44082036,2,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",1.20728627151869,1.14363143174929
1,1022,"L-ASPARTATE",41558756,3,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",1.05410818623971,1.14363143174929
2,1022,"L-ASPARTATE",44787132,1,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",1.30965008406246,1.17515384084771
2,1022,"L-ASPARTATE",40640452,2,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",1.11303070865225,1.17515384084771
2,1022,"L-ASPARTATE",43477696,3,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",1.10278072982842,1.17515384084771
3,1022,"L-ASPARTATE",34458792,1,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",1.00763227793847,1.00617467047976
3,1022,"L-ASPARTATE",40182504,2,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",1.10048876677213,1.00617467047976
3,1022,"L-ASPARTATE",35893104,3,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.910402966728676,1.00617467047976
4,1022,"L-ASPARTATE",4723122,1,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.138111927424539,0.101903940674182
4,1022,"L-ASPARTATE",2873920,2,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0787088001435093,0.101903940674182
4,1022,"L-ASPARTATE",3504577,3,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.088891094454497,0.101903940674182
5,1022,"L-ASPARTATE",1259737,1,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0368368009799465,0.035904813202852
5,1022,"L-ASPARTATE",1099006,2,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0300987653137587,0.035904813202852
5,1022,"L-ASPARTATE",1607728,3,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0407788733148507,0.035904813202852
6,1022,"L-ASPARTATE",2065378,1,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0603950811434132,0.0452689525900786
6,1022,"L-ASPARTATE",1392344,2,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.038132489988244,0.0452689525900786
6,1022,"L-ASPARTATE",1469755,3,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0372792866385784,0.0452689525900786
7,1022,"L-ASPARTATE",1766788,1,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0516638138990581,0.0477861457590268
7,1022,"L-ASPARTATE",1772093,2,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0485327753635146,0.0477861457590268
7,1022,"L-ASPARTATE",1701678,3,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0431618480145078,0.0477861457590268
8,1022,"L-ASPARTATE",1830910,1,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0535388476183472,0.0507989200222786
8,1022,"L-ASPARTATE",1893065,2,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.051845867227923,0.0507989200222786
8,1022,"L-ASPARTATE",1853474,3,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0470120452205657,0.0507989200222786
9,1022,"L-ASPARTATE",2007556,1,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0587042698818067,0.0538318116410453
9,1022,"L-ASPARTATE",1954834,2,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0535375510173341,0.0538318116410453
9,1022,"L-ASPARTATE",1941849,3,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0492536140239951,0.0538318116410453
10,1022,"L-ASPARTATE",1939868,1,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0567249604031372,0.0525366053061962
10,1022,"L-ASPARTATE",1855103,2,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0508061919860763,0.0525366053061962
10,1022,"L-ASPARTATE",1974377,3,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.050078663529375,0.0525366053061962
12,1022,"L-ASPARTATE",2292591,1,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0670391664255448,0.0588439562776397
12,1022,"L-ASPARTATE",2225338,2,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0609459149502271,0.0588439562776397
12,1022,"L-ASPARTATE",1913982,3,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0485467874571474,0.0588439562776397
14,1022,"L-ASPARTATE",2067880,1,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0604682437766072,0.0549661522922102
14,1022,"L-ASPARTATE",2092569,2,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0573097355554445,0.0549661522922102
14,1022,"L-ASPARTATE",1857749,3,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0471204775445788,0.0549661522922102
16,1022,"L-ASPARTATE",1955177,1,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0571726209753059,0.0514764617147428
16,1022,"L-ASPARTATE",1898380,2,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0519914305257053,0.0514764617147428
16,1022,"L-ASPARTATE",1784609,3,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0452653336432173,0.0514764617147428
18,1022,"L-ASPARTATE",1638577,1,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0479147114352582,0.0460152350450821
18,1022,"L-ASPARTATE",1739282,2,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0476341719084745,0.0460152350450821
18,1022,"L-ASPARTATE",1675459,3,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0424968217915135,0.0460152350450821
20,1022,"L-ASPARTATE",1452128,1,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0424626331793126,0.0372832448286496
20,1022,"L-ASPARTATE",1405485,2,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.03849238599881,0.0372832448286496
20,1022,"L-ASPARTATE",1218040,3,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0308947153078262,0.0372832448286496
22,1022,"L-ASPARTATE",1362557,1,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0398434284559658,0.0342479541642894
22,1022,"L-ASPARTATE",1171158,2,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0320748110450089,0.0342479541642894
22,1022,"L-ASPARTATE",1215316,3,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0308256229918936,0.0342479541642894
24,1022,"L-ASPARTATE",1016826,1,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0297336801199259,0.0294311593077512
24,1022,"L-ASPARTATE",1132869,2,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0310261801684727,0.0294311593077512
24,1022,"L-ASPARTATE",1085527,3,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0275336176348549,0.0294311593077512
28,1022,"L-ASPARTATE",764784,1,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0223635536629054,0.0206774903499868
28,1022,"L-ASPARTATE",745985,2,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0204304866784934,0.0206774903499868
28,1022,"L-ASPARTATE",758485,3,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0192384307085617,0.0206774903499868
32,1022,"L-ASPARTATE",543536,1,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0158938948823732,0.0168615798977138
32,1022,"L-ASPARTATE",687193,2,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0188203347681976,0.0168615798977138
32,1022,"L-ASPARTATE",625703,3,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0158705100425707,0.0168615798977138
36,1022,"L-ASPARTATE",496597,1,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0145213206059983,0.0138478320026723
36,1022,"L-ASPARTATE",519167,2,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0142185626754069,0.0138478320026723
36,1022,"L-ASPARTATE",504789,3,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0128036127266118,0.0138478320026723
40,1022,"L-ASPARTATE",627615,1,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0183525044092768,0.0167858611689966
40,1022,"L-ASPARTATE",674571,2,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0184746527466343,0.0167858611689966
40,1022,"L-ASPARTATE",533444,3,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0135304263510788,0.0167858611689966
44,1022,"L-ASPARTATE",667643,1,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0195229895737399,0.0191130940025416
44,1022,"L-ASPARTATE",764119,2,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0209271272884625,0.0191130940025416
44,1022,"L-ASPARTATE",665864,3,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0168891651454225,0.0191130940025416
48,1022,"L-ASPARTATE",914949,1,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0267546275292391,0.0253414162688422
48,1022,"L-ASPARTATE",841747,2,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0230531456666847,0.0253414162688422
48,1022,"L-ASPARTATE",1033598,3,"15-mem","neg","L-ASPARTATE_1022","L-ASPARTATE_1022_Hilic-neg",0.0262164756106027,0.0253414162688422
